λf,share_teachers_female,κ,share_teachers_male,γ,p90_p10_ω_teachers,θ,p90_p10_w_other,η,α
0.6992,0.0453,0.169,0.0194,0.83,7.93,1.476,9.88,0.103,1.0
0.8496,0.0302,0.169,0.02,0.83,7.26,1.476,9.89,0.103,1.0
0.9624,0.0227,0.169,0.0205,0.83,7.03,1.476,9.86,0.103,1.0
1.0,0.0191,0.16,0.0191,0.83,6.94,1.476,9.85,0.103,1.0
1.0,0.0189,0.159,0.0189,0.83,6.93,1.476,9.85,0.103,1.0
1.0,0.019,0.1595,0.019,0.83,6.94,1.476,9.85,0.103,1.0
1.0,0.019,0.1595,0.019,0.83,6.94,1.476,9.85,0.103,1.0
