λf,share_teachers_female,κ,share_teachers_male,γ,p90_p10_ω_teachers,θ,p90_p10_w_other,η,α
0.602,0.0544,0.169,0.0173,0.83,8.45,1.476,9.84,0.103,1.0
0.602,0.0592,0.18,0.0189,0.83,8.47,1.476,9.83,0.103,1.0
0.6,0.06,0.181,0.019,0.83,8.49,1.476,9.83,0.103,1.0
