λf,share_teachers_female,κ,share_teachers_male,γ,p90_p10_ω_teachers,θ,p90_p10_w_other,η,α
1.0,0.0262,0.305,0.0262,0.83,7.26,1.476,9.9,0.103,1.0
1.0,0.0131,0.19,0.0131,0.83,6.76,1.476,9.93,0.103,1.0
