λf,share_teachers_female,κ,share_teachers_male,γ,p90_p10_ω_teachers,θ,p90_p10_w_other,η,α
1.0,0.019,0.1595,0.019,0.83,6.94,1.476,9.85,0.103,1.0
1.0,0.0207,0.169,0.0207,0.83,7.0,1.476,9.84,0.103,1.0
